,id,title,area,interpretability,doi
409,1200,Scene Graph as Pivoting: Inference-time Image-free Unsupervised Multimodal Machine Translation with Visual Scene Hallucination,Posters,,10.18653/v1/2023.acl-long.329
410,1205,bgGLUE: A Bulgarian General Language Understanding Evaluation Benchmark,Posters,,10.18653/v1/2023.acl-long.487
411,1206,Two Birds One Stone: Dynamic Ensemble for OOD Intent Classification,Virtual Poster,,10.18653/v1/2023.acl-long.595
412,1207,Towards Understanding Chain-of-Thought Prompting: An Empirical Study of What Matters,Posters,,10.18653/v1/2023.acl-long.153
413,1212,NewsDialogues: Towards Proactive News Grounded Conversation,Virtual Poster,,10.18653/v1/2023.findings-acl.224
414,1213,A Probabilistic Framework for Discovering New Intents,Virtual Poster,,10.18653/v1/2023.acl-long.209
415,1217,Learning by Analogy: Diverse Questions Generation in Math Word Problem,,,10.18653/v1/2023.findings-acl.705
416,1222,On the Strength of Sequence Labeling and Generative Models for Aspect Sentiment Triplet Extraction,,,10.18653/v1/2023.findings-acl.762
417,1223,Towards Open Environment Intent Prediction,Virtual Poster,,10.18653/v1/2023.findings-acl.140
418,1226,MTGP: Multi-turn Target-oriented Dialogue Guided by Generative Global Path with Flexible Turns,,,10.18653/v1/2023.findings-acl.18
419,1227,GEC-DePenD: Non-Autoregressive Grammatical Error Correction with Decoupled Permutation and Decoding,Virtual Poster,,10.18653/v1/2023.acl-long.86
420,1228,Context-Aware Document Simplification,Virtual Poster,,10.18653/v1/2023.findings-acl.834
421,1236,DITTO: Data-efficient and Fair Targeted Subset Selection for ASR Accent Adaptation,Virtual Poster,,10.18653/v1/2023.acl-long.319
422,1239,Randomized Smoothing with Masked Inference for Adversarially Robust Text Classifications,Posters,,10.18653/v1/2023.acl-long.282
423,1242,The KITMUS Test: Evaluating Knowledge Integration from Multiple Sources,Posters,,10.18653/v1/2023.acl-long.841
424,1243,Contrastive Novelty-Augmented Learning: Anticipating Outliers with Large Language Models,Virtual Poster,,10.18653/v1/2023.acl-long.658
425,1245,Generalizing Backpropagation for Gradient-Based Interpretability,Interpretability and Analysis of Models for NLP,True,10.18653/v1/2023.acl-long.669
426,1254,Tackling Ambiguity with Images: Improved Multimodal Machine Translation and Contrastive Evaluation,Posters,,10.18653/v1/2023.acl-long.295
427,1255,Pay Attention to Implicit Attribute Values: A Multi-modal Generative Framework for AVE Task,,,10.18653/v1/2023.findings-acl.831
428,1258,EmbedTextNet: Dimension Reduction with Weighted Reconstruction and Correlation Losses for Efficient Text Embedding,Findings Spotlights II,,10.18653/v1/2023.findings-acl.625
429,1265,DARE: Towards Robust Text Explanations in Biomedical and Healthcare Applications,NLP Applications,False,10.18653/v1/2023.acl-long.644
430,1266,Unsupervised Open-domain Keyphrase Generation,Virtual Poster,,10.18653/v1/2023.acl-long.592
431,1268,Detecting Edit Failures In Large Language Models: An Improved Specificity Benchmark,,,10.18653/v1/2023.findings-acl.733
432,1269,Prompted Opinion Summarization with GPT-3.5,,,10.18653/v1/2023.findings-acl.591
433,1270,"Listen, Decipher and Sign: Toward Unsupervised Speech-to-Sign Language Recognition",Virtual Poster,,10.18653/v1/2023.findings-acl.424
434,1272,Cross-Domain Argument Quality Estimation,,,10.18653/v1/2023.findings-acl.848
435,1275,A Theory of Unsupervised Speech Recognition,Posters,,10.18653/v1/2023.acl-long.67
436,1276,PromptNER: Prompt Locating and Typing for Named Entity Recognition,Posters,,10.18653/v1/2023.acl-long.698
437,1277,A Memory Model for Question Answering from Streaming Data Supported by Rehearsal and Anticipation of Coreference Information,Findings Spotlights II,,10.18653/v1/2023.findings-acl.830
438,1278,"The Larger they are, the Harder they Fail: Language Models do not Recognize Identifier Swaps in Python",Virtual Poster,,10.18653/v1/2023.findings-acl.19
439,1284,Local Interpretation of Transformer Based on Linear Decomposition,Virtual Poster,,10.18653/v1/2023.acl-long.572
440,1286,Resolving Indirect Referring Expressions for Entity Selection,Posters,,10.18653/v1/2023.acl-long.688
441,1291,It Takes Two to Tango: Navigating Conceptualizations of NLP Tasks and Measurements of Performance,Virtual Poster,,10.18653/v1/2023.findings-acl.202
442,1292,Self-Edit: Fault-Aware Code Editor for Code Generation,Posters,,10.18653/v1/2023.acl-long.45
443,1297,Towards Distribution-shift Robust Text Classification of Emotional Content,Virtual Poster,,10.18653/v1/2023.findings-acl.524
444,1299,What Are You Token About? Dense Retrieval as Distributions Over the Vocabulary,Information Retrieval and Text Mining,False,10.18653/v1/2023.acl-long.140
445,1302,Should you marginalize over possible tokenizations?,Posters,,10.18653/v1/2023.acl-short.1
446,1303,X-RiSAWOZ: High-Quality End-to-End Multilingual Dialogue Datasets and Few-shot Agents,Virtual Poster,,10.18653/v1/2023.findings-acl.174
447,1306,StructSP: Efficient Fine-tuning of Task-Oriented Dialog System by Using Structure-aware Boosting and Grammar Constraints,Virtual Poster,,10.18653/v1/2023.findings-acl.648
448,1309,DiffusionNER: Boundary Diffusion for Named Entity Recognition,Posters,,10.18653/v1/2023.acl-long.215
449,1312,"Revisiting the Architectures like Pointer Networks to Efficiently Improve the Next Word Distribution, Summarization Factuality, and Beyond",Virtual Poster,,10.18653/v1/2023.findings-acl.805
450,1313,Few Shot Rationale Generation using Self-Training with Dual Teachers,,,10.18653/v1/2023.findings-acl.297
451,1315,Improving Pretraining Techniques for Code-Switched NLP,Virtual Poster,,10.18653/v1/2023.acl-long.66
452,1316,Multi-CLS BERT: An Efficient Alternative to Traditional Ensembling,Posters,,10.18653/v1/2023.acl-long.48
453,1322,Limitations of Language Models in Arithmetic and Symbolic Induction,Virtual Poster,,10.18653/v1/2023.acl-long.516
454,1323,Multimodal Persona Based Generation of Comic Dialogs,Posters,,10.18653/v1/2023.acl-long.791
455,1325,Improving Cross-task Generalization of Unified Table-to-text Models with Compositional Task Configurations,Virtual Poster,,10.18653/v1/2023.findings-acl.341
456,1328,Are Sample-Efficient NLP Models More Robust?,Posters,,10.18653/v1/2023.acl-short.144
457,1329,Latent Positional Information is in the Self-Attention Variance of Transformer Language Models Without Positional Embeddings,Posters,,10.18653/v1/2023.acl-short.102
458,1333,Gender-tuning: Empowering Fine-tuning for Debiasing Pre-trained Language Models,Virtual Poster,,10.18653/v1/2023.findings-acl.336
459,1340,CHBias: Bias Evaluation and Mitigation of Chinese Conversational Language Models,Posters,,10.18653/v1/2023.acl-long.757
460,1342,Focus-aware Response Generation in Inquiry Conversation,Virtual Poster,,10.18653/v1/2023.findings-acl.797
461,1345,Resolving Ambiguities in Text-to-Image Generative Models,Posters,,10.18653/v1/2023.acl-long.804
462,1348,A Formal Perspective on Byte-Pair Encoding,Virtual Poster,,10.18653/v1/2023.findings-acl.38
463,1349,Tokenization and the Noiseless Channel,Posters,,10.18653/v1/2023.acl-long.284
464,1355,Nano: Nested Human-in-the-Loop Reward Learning for Few-shot Language Model Control,Virtual Poster,,10.18653/v1/2023.findings-acl.758
465,1362,Optimizing Test-Time Query Representations for Dense Retrieval,Virtual Poster,,10.18653/v1/2023.findings-acl.354
466,1365,Question-Answering in a Low-resourced Language: Benchmark Dataset and Models for Tigrinya,Linguistic Diversity,False,10.18653/v1/2023.acl-long.661
467,1368,BLOOM+1: Adding Language Support to BLOOM for Zero-Shot Prompting,Posters,,10.18653/v1/2023.acl-long.653
468,1370,miCSE: Mutual Information Contrastive Learning for Low-shot Sentence Embeddings,Posters,,10.18653/v1/2023.acl-long.339
469,1372,Forecasting Earnings Surprises from Conference Call Transcripts,,,10.18653/v1/2023.findings-acl.520
470,1378,K-UniMorph: Korean Universal Morphology and its Feature Schema,Virtual Poster,,10.18653/v1/2023.findings-acl.414
471,1379,Acquiring Frame Element Knowledge with Deep Metric Learning for Semantic Frame Induction,,,10.18653/v1/2023.findings-acl.596
472,1381,Can Large Language Models Be an Alternative to Human Evaluations?,Posters,,10.18653/v1/2023.acl-long.870
473,1383,Are Synonym Substitution Attacks Really Synonym Substitution Attacks?,,,10.18653/v1/2023.findings-acl.117
474,1386,"""Low-Resource"" Text Classification: A Parameter-Free Classification Method with Compressors",,,
475,1388,A Compare-and-contrast Multistage Pipeline for Uncovering Financial Signals in Financial Reports,Posters,,10.18653/v1/2023.acl-long.800
476,1391,Reimagining Retrieval Augmented Language Models for Answering Queries,Virtual Poster,,10.18653/v1/2023.findings-acl.382
477,1398,TimelineQA: A Benchmark for Question Answering over Timelines,Virtual Poster,,10.18653/v1/2023.findings-acl.6
478,1400,TempLM: Distilling Language Models into Template-Based Generators,,,10.18653/v1/2023.findings-acl.124
479,1402,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Virtual Poster,,10.18653/v1/2023.findings-acl.322
480,1403,Sentence Ordering with a Coherence Verifier,,,10.18653/v1/2023.findings-acl.592
481,1408,Guiding Dialogue Agents to Complex Semantic Targets by Dynamically Completing Knowledge Graph,,,10.18653/v1/2023.findings-acl.407
482,1411,A Two-Stage Decoder for Efficient ICD Coding,Virtual Poster,,10.18653/v1/2023.findings-acl.285
483,1414,SlowBERT: Slow-down Attacks on Input-adaptive Multi-exit BERT,,,10.18653/v1/2023.findings-acl.634
484,1415,Asymmetric feature interaction for interpreting model predictions,,,10.18653/v1/2023.findings-acl.286
485,1421,Automatic Table Union Search with Tabular Representation Learning,,,10.18653/v1/2023.findings-acl.233
486,1424,Generic Temporal Reasoning with Differential Analysis and Explanation,Posters,,10.18653/v1/2023.acl-long.671
487,1430,How Do In-Context Examples Affect Compositional Generalization?,Virtual Poster,,10.18653/v1/2023.acl-long.618
488,1433,Improving Translation Quality Estimation with Bias Mitigation,Machine Translation,False,10.18653/v1/2023.acl-long.121
489,1436,Ambiguity Meets Uncertainty: Investigating Uncertainty Estimation for Word Sense Disambiguation,Findings Spotlights III,,10.18653/v1/2023.findings-acl.245
490,1438,Controllable Conversation Generation with Conversation Structures via Diffusion Models,,,10.18653/v1/2023.findings-acl.454
491,1440,Human-in-the-loop Abstractive Dialogue Summarization,,,10.18653/v1/2023.findings-acl.584
492,1445,Iterative Nearest Neighbour Machine Translation for Unsupervised Domain Adaptation,,,10.18653/v1/2023.findings-acl.840
493,1448,Z-ICL: Zero-Shot In-Context Learning with Pseudo-Demonstrations,Posters,,10.18653/v1/2023.acl-long.129
494,1449,Target-Side Augmentation for Document-Level Machine Translation,Virtual Poster,,10.18653/v1/2023.acl-long.599
495,1452,Class-Incremental Learning based on Label Generation,Virtual Poster,,10.18653/v1/2023.acl-short.109
496,1453,Span-level Aspect-based Sentiment Analysis via Table Filling,Virtual Poster,,10.18653/v1/2023.acl-long.515
497,1455,"Don't Generate, Discriminate: A Proposal for Grounding Language Models to Real-World Environments",Posters,,
498,1459,Free Lunch for Efficient Textual Commonsense Integration in Language Models,Virtual Poster,,10.18653/v1/2023.acl-long.208
499,1460,Mitigating the Learning Bias towards Repetition by Self-Contrastive Training for Open-Ended Generation,,,10.18653/v1/2023.findings-acl.431
500,1461,Exploring Automatically Perturbed Natural Language Explanations in Relation Extraction,,,10.18653/v1/2023.findings-acl.214
501,1463,Disambiguated Lexically Constrained Neural Machine Translation,Virtual Poster,,10.18653/v1/2023.findings-acl.673
502,1464,Deeply Coupled Cross-Modal Prompt Learning,Virtual Poster,,10.18653/v1/2023.findings-acl.504
503,1465,Werewolf Among Us: Multimodal Resources for Modeling Persuasion Behaviors in Social Deduction Games,Virtual Poster,,10.18653/v1/2023.findings-acl.411
504,1466,Contextual Knowledge Learning for Dialogue Generation,Posters,,10.18653/v1/2023.acl-long.433
505,1471,StoryTrans: Non-Parallel Story Author-Style Transfer with Discourse Representations and Content Enhancing,Virtual Poster,,10.18653/v1/2023.acl-long.827
506,1475,PAED: Zero-Shot Persona Attribute Extraction in Dialogues,Virtual Poster,,10.18653/v1/2023.acl-long.544
507,1476,Continual Contrastive Finetuning Improves Low-Resource Relation Extraction,Posters,,10.18653/v1/2023.acl-long.739
508,1477,MatCha: Enhancing Visual Language Pretraining with Math Reasoning and Chart Derendering,Posters,,10.18653/v1/2023.acl-long.714
509,1479,DT-Solver: Automated Theorem Proving with Dynamic-Tree Sampling Guided by Proof-level Value Function,Posters,,10.18653/v1/2023.acl-long.706
510,1481,UniCOQE: Unified Comparative Opinion Quintuple Extraction As A Set,,,10.18653/v1/2023.findings-acl.775
511,1482,TAVT: Towards Transferable Audio-Visual Text Generation,Virtual Poster,,10.18653/v1/2023.acl-long.836
512,1486,General-to-Specific Transfer Labeling for Domain Adaptable Keyphrase Generation,,,10.18653/v1/2023.findings-acl.102
513,1489,Abstractive Text Summarization Using the BRIO Training Paradigm,,,10.18653/v1/2023.findings-acl.7
514,1491,Rethinking Translation Memory Augmented Neural Machine Translation,,,10.18653/v1/2023.findings-acl.162
515,1495,Focused Prefix Tuning for Controllable Text Generation,Virtual Poster,,10.18653/v1/2023.acl-short.96
516,1498,A Pilot Study on Dialogue-Level Dependency Parsing for Chinese,Virtual Poster,,10.18653/v1/2023.findings-acl.607
517,1500,Selecting Better Samples from Pre-trained LLMs: A Case Study on Question Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.820
518,1504,Facilitating Multi-turn Emotional Support Conversation with Positive Emotion Elicitation: A Reinforcement Learning Approach,Virtual Poster,,10.18653/v1/2023.acl-long.96
519,1509,CASN:Class-Aware Score Network for Textual Adversarial Detection,Virtual Poster,,10.18653/v1/2023.acl-long.40
520,1510,Probing Graph Decomposition for Argument Pair Extraction,,,10.18653/v1/2023.findings-acl.827
521,1513,Task-Optimized Adapters for an End-to-End Task-Oriented Dialogue System,Virtual Poster,,10.18653/v1/2023.findings-acl.464
522,1516,Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization,Posters,,10.18653/v1/2023.acl-long.377
523,1518,ParaAMR: A Large-Scale Syntactically Diverse Paraphrase Dataset by AMR Back-Translation,Posters,,10.18653/v1/2023.acl-long.447
524,1520,Dynamic Structured Neural Topic Model with Self-Attention Mechanism,Findings Spotlights I,,10.18653/v1/2023.findings-acl.366
525,1521,SciReviewGen: A Large-scale Dataset for Automatic Literature Review Generation,,,10.18653/v1/2023.findings-acl.418
526,1524,Progressive Translation: Improving Domain Robustness of Neural Machine Translation with Intermediate Sequences,,,10.18653/v1/2023.findings-acl.601
527,1530,OpenPI-C: A Better Benchmark and Stronger Baseline for Open-Vocabulary State Tracking,Findings Spotlights I,,10.18653/v1/2023.findings-acl.452
528,1531,Retrieving Multimodal Prompts for Generative Visual Question Answering,,,10.18653/v1/2023.findings-acl.158
529,1538,Differentiable Instruction Optimization for Cross-Task Generalization,Virtual Poster,,10.18653/v1/2023.findings-acl.667
530,1541,UniEX: An Effective and Efficient Framework for Unified Information Extraction via a Span-extractive Perspective,Virtual Poster,,10.18653/v1/2023.acl-long.907
531,1542,Improving Self-training for Cross-lingual Named Entity Recognition with Contrastive and Prototype Learning,Posters,,10.18653/v1/2023.acl-long.222
532,1545,CFL: Causally Fair Language Models Through Token-level Attribute Controlled Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.720
533,1547,Incomplete Utterance Rewriting by A Two-Phase Locate-and-Fill Regime,,,10.18653/v1/2023.findings-acl.171
534,1549,Rethinking Round-Trip Translation for Machine Translation Evaluation,,,10.18653/v1/2023.findings-acl.22
535,1550,DSP: Discriminative Soft Prompts for Zero-Shot Entity and Relation Extraction,Virtual Poster,,10.18653/v1/2023.findings-acl.339
536,1551,MMSD2.0: Towards a Reliable Multi-modal Sarcasm Detection System,,,10.18653/v1/2023.findings-acl.689
537,1552,On the Role of Parallel Data in Cross-lingual Transfer Learning,,,10.18653/v1/2023.findings-acl.372
538,1555,A Simple and Flexible Modeling for Mental Disorder Detection by Learning from Clinical Questionnaires,Posters,,10.18653/v1/2023.acl-long.681
539,1563,PTCSpell: Pre-trained Corrector Based on Character Shape and Pinyin for Chinese Spelling Correction,,,10.18653/v1/2023.findings-acl.394
540,1569,"Facilitating Fine-grained Detection of Chinese Toxic Language: Hierarchical Taxonomy, Resources, and Benchmarks",Posters,,10.18653/v1/2023.acl-long.898
541,1572,Text Style Transfer Back-Translation,Posters,,10.18653/v1/2023.acl-long.441
542,1575,Transforming Visual Scene Graphs to Image Captions,Virtual Poster,,10.18653/v1/2023.acl-long.694
543,1576,Context or Knowledge is Not Always Necessary: A Contrastive Learning Framework for Emotion Recognition in Conversations,,,10.18653/v1/2023.findings-acl.883
544,1580,TOME: A Two-stage Approach for Model-based Retrieval,Virtual Poster,,10.18653/v1/2023.acl-long.336
545,1582,Multilingual Summarization with Factual Consistency Evaluation,,,10.18653/v1/2023.findings-acl.220
546,1583,Recursion of Thought: A Divide-and-Conquer Approach to Multi-Context Reasoning with Language Models,Virtual Poster,,10.18653/v1/2023.findings-acl.40
547,1588,DiffusionBERT: Improving Generative Masked Language Models with Diffusion Models,Virtual Poster,,10.18653/v1/2023.acl-long.248
548,1590,The Decades Progress on Code-Switching Research in NLP: A Systematic Survey on Trends and Challenges,,,10.18653/v1/2023.findings-acl.185
549,1591,Focal Training and Tagger Decouple for Grammatical Error Correction,,,10.18653/v1/2023.findings-acl.370
550,1593,Transferring General Multimodal Pretrained Models to Text Recognition,Virtual Poster,,10.18653/v1/2023.findings-acl.37
551,1594,Hybrid-Regressive Paradigm for Accurate and Speed-Robust Neural Machine Translation,,,10.18653/v1/2023.findings-acl.367
552,1595,Guide the Many-to-One Assignment: Open Information Extraction via IoU-aware Optimal Transport,Virtual Poster,,10.18653/v1/2023.acl-long.272
553,1605,PaCE: Unified Multi-modal Dialogue Pre-training with Progressive and Compositional Experts,Virtual Poster,,10.18653/v1/2023.acl-long.749
554,1610,DiscoPrompt: Path Prediction Prompt Tuning for Implicit Discourse Relation Recognition,,,10.18653/v1/2023.findings-acl.4
555,1621,Subword Segmental Machine Translation: Unifying Segmentation and Target Sentence Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.175
556,1623,Multilingual Knowledge Graph Completion from Pretrained Language Models with Knowledge Constraints,Virtual Poster,,10.18653/v1/2023.findings-acl.488
557,1624,FIREBALL: A Dataset of Dungeons and Dragons Actual-Play with Structured Game State Information,Posters,,10.18653/v1/2023.acl-long.229
558,1626,SafeConv: Explaining and Correcting Conversational Unsafe Behavior,Resources and Evaluation,False,10.18653/v1/2023.acl-long.2
559,1627,Self-Adaptive In-Context Learning: An Information Compression Perspective for In-Context Example Selection and Ordering,Large Language Models,False,10.18653/v1/2023.acl-long.79
560,1630,Enhancing Document-level Event Argument Extraction with Contextual Clues and Role Relevance,,,10.18653/v1/2023.findings-acl.817
561,1634,"Synthesize, Prompt and Transfer: Zero-shot Conversational Question Generation with Pre-trained Language Model",Virtual Poster,,10.18653/v1/2023.acl-long.500
562,1636,Explanation Regeneration via Information Bottleneck,Findings Spotlights III,,10.18653/v1/2023.findings-acl.765
563,1637,Towards Open-Domain Twitter User Profile Inference,Virtual Poster,,10.18653/v1/2023.findings-acl.198
564,1638,AMR-based Network for Aspect-based Sentiment Analysis,Virtual Poster,,10.18653/v1/2023.acl-long.19
565,1639,Delving into the Openness of CLIP,,,10.18653/v1/2023.findings-acl.610
566,1645,Structured Mean-Field Variational Inference for Higher-Order Span-Based Semantic Role,Virtual Poster,,
567,1653,Zero-Shot and Few-Shot Stance Detection on Varied Topics via Conditional Generation,Virtual Poster,,10.18653/v1/2023.acl-short.127
568,1654,How Many Answers Should I Give? An Empirical Study of Multi-Answer Reading Comprehension,,,10.18653/v1/2023.findings-acl.359
569,1658,Improving Continual Relation Extraction by Distinguishing Analogous Semantics,Information Extraction / Generation,False,10.18653/v1/2023.acl-long.65
570,1662,A Self-Supervised Integration Method of Pretrained Language Models and Word Definitions,Virtual Poster,,10.18653/v1/2023.findings-acl.2
571,1667,Speech-Text Pre-training for Spoken Dialog Understanding with Explicit Cross-Modal Alignment,Virtual Poster,,10.18653/v1/2023.acl-long.438
572,1670,Don't Lose Yourself! Empathetic Response Generation via Explicit Self-Other Awareness,Virtual Poster,,
573,1673,Neighboring Words Affect Human Interpretation of Saliency Explanations,,,10.18653/v1/2023.findings-acl.750
574,1674,"Prompt Tuning Pushes Farther, Contrastive Learning Pulls Closer: A Two-Stage Approach to Mitigate Social Biases",Virtual Poster,,10.18653/v1/2023.acl-long.797
575,1676,Lego-MT: Learning Detachable Models for Massively Multilingual Machine Translation,Virtual Poster,,10.18653/v1/2023.findings-acl.731
576,1678,Zero-Shot Text Classification via Self-Supervised Tuning,Virtual Poster,,10.18653/v1/2023.findings-acl.110
577,1679,PESCO: Prompt-enhanced Self Contrastive Learning for Zero-shot Text Classification,Posters,,10.18653/v1/2023.acl-long.832
578,1680,Learning Language-Specific Layers for Multilingual Machine Translation,Posters,,10.18653/v1/2023.acl-long.825
579,1683,"One Embedder, Any Task: Instruction-Finetuned Text Embeddings",,,10.18653/v1/2023.findings-acl.71
580,1684,Prompter: Zero-shot Adaptive Prefixes for Dialogue State Tracking Domain Adaptation,Posters,,10.18653/v1/2023.acl-long.252
581,1689,Common Law Annotations: Investigating the Stability of Dialog System Output Annotations,,,10.18653/v1/2023.findings-acl.780
582,1691,A Unified One-Step Solution for Aspect Sentiment Quad Prediction,Virtual Poster,,10.18653/v1/2023.findings-acl.777
583,1694,Few-shot Joint Multimodal Aspect-Sentiment Analysis Based on Generative Multimodal Prompt,Virtual Poster,,10.18653/v1/2023.findings-acl.735
584,1695,APOLLO: A Simple Approach for Adaptive Pretraining of Language Models for Logical Reasoning,Posters,,10.18653/v1/2023.acl-long.347
585,1696,TeCS: A Dataset and Benchmark for Tense Consistency of Machine Translation,Posters,,10.18653/v1/2023.acl-short.164
586,1697,Rethinking Masked Language Modeling for Chinese Spelling Correction,Virtual Poster,,10.18653/v1/2023.acl-long.600
587,1706,Memory-efficient NLLB-200: Language-specific Expert Pruning of a Massively Multilingual Machine Translation Model,Posters,,10.18653/v1/2023.acl-long.198
588,1707,Explanation Graph Generation via Generative Pre-training over Synthetic Graphs,,,10.18653/v1/2023.findings-acl.629
589,1714,Learning Better Masking for Better Language Model Pre-training,Virtual Poster,,10.18653/v1/2023.acl-long.400
590,1715,Emergent Modularity in Pre-trained Transformers,Virtual Poster,,10.18653/v1/2023.findings-acl.250
591,1716,Exploring Lottery Prompts for Pre-trained Language Models,Posters,,10.18653/v1/2023.acl-long.860
592,1719,Analyzing and Reducing the Performance Gap in Cross-Lingual Transfer with Fine-tuning Slow and Fast,Posters,,10.18653/v1/2023.acl-long.221
593,1721,Aggregating Multiple Heuristic Signals as Supervision for Unsupervised Automated Essay Scoring,Virtual Poster,,10.18653/v1/2023.acl-long.782
594,1728,Attributable and Scalable Opinion Summarization,Summarization,False,10.18653/v1/2023.acl-long.473
595,1732,From Alignment to Entailment: A Unified Textual Entailment Framework for Entity Alignment,,,10.18653/v1/2023.findings-acl.559
596,1737,A Crosslingual Investigation of Conceptualization in 1335 Languages,Posters,,10.18653/v1/2023.acl-long.726
597,1744,Robust Learning for Multi-party Addressee Recognition with Discrete Addressee Codebook,Virtual Poster,,10.18653/v1/2023.acl-short.50
598,1752,Leveraging Prefix Transfer for Multi-Intent Text Revision,Virtual Poster,,10.18653/v1/2023.acl-short.105
599,1766,Similarizing the Influence of Words with Contrastive Learning to Defend Word-level Adversarial Text Attack,,,10.18653/v1/2023.findings-acl.500
600,1768,Enhancing Cross-lingual Natural Language Inference by Soft Prompting with Multilingual Verbalizer,,,10.18653/v1/2023.findings-acl.88
601,1772,Unsupervised Summarization Re-ranking,Findings Spotlights II,,10.18653/v1/2023.findings-acl.529
602,1778,GanLM: Encoder-Decoder Pre-training with an Auxiliary Discriminator,Posters,,10.18653/v1/2023.acl-long.522
603,1780,Enhancing Event Causality Identification with Event Causal Label and Event Pair Interaction Graph,Virtual Poster,,10.18653/v1/2023.findings-acl.655
604,1785,Better Simultaneous Translation with Monotonic Knowledge Distillation,Posters,,10.18653/v1/2023.acl-long.131
605,1786,Characterizing the Impacts of Instances on Robustness,Findings Spotlights III,,10.18653/v1/2023.findings-acl.146
606,1793,Supervised Adversarial Contrastive Learning for Emotion Recognition in Conversations,Virtual Poster,,10.18653/v1/2023.acl-long.606
607,1796,Sequential Integrated Gradients: a simple but effective method for explaining language models,,,10.18653/v1/2023.findings-acl.477
608,1797,Uncertainty-Aware Unlikelihood Learning Improves Generative Aspect Sentiment Quad Prediction,,,10.18653/v1/2023.findings-acl.851
609,1798,Detecting Adversarial Samples through Sharpness of Loss Landscape,Virtual Poster,,10.18653/v1/2023.findings-acl.717
610,1801,HELP ME THINK: A Simple Prompting Strategy for Non-experts to Create Customized Content with Models,Findings Spotlights II,,10.18653/v1/2023.findings-acl.751
611,1806,Exploring Better Text Image Translation with Multimodal Codebook,Posters,,10.18653/v1/2023.acl-long.192
612,1808,FERMAT: An Alternative to Accuracy for Numerical Reasoning,Posters,,10.18653/v1/2023.acl-long.838
613,1810,DivHSK: Diverse Headline Generation using Self-Attention based Keyword Selection,Virtual Poster,,10.18653/v1/2023.findings-acl.118
614,1816,Exploiting Rich Textual User-Product Context for Improving Personalized Sentiment Analysis,Virtual Poster,,10.18653/v1/2023.findings-acl.92
615,1817,Parameter-Efficient Fine-Tuning without Introducing New Latency,Posters,,10.18653/v1/2023.acl-long.233
616,1820,Multi-Document Summarization with Centroid-Based Pretraining,Posters,,10.18653/v1/2023.acl-short.13
617,1821,Parallel Context Windows for Large Language Models,Posters,,10.18653/v1/2023.acl-long.352
618,1823,Exploring Robust Overfitting for Pre-trained Language Models,Virtual Poster,,10.18653/v1/2023.findings-acl.340
619,1828,Improving Language Model Integration for Neural Machine Translation,,,10.18653/v1/2023.findings-acl.444
620,1829,"Revisiting Commonsense Reasoning in Machine Translation: Training, Evaluation and Challenge",Virtual Poster,,10.18653/v1/2023.acl-long.866
621,1831,Unbalanced Optimal Transport for Unbalanced Word Alignment,Posters,,10.18653/v1/2023.acl-long.219
622,1833,Gradient-based Intra-attention Pruning on Pre-trained Language Models,Virtual Poster,,10.18653/v1/2023.acl-long.156
623,1834,AraMUS: Pushing the Limits of Data and Model Scale for Arabic Natural Language Processing,Virtual Poster,,10.18653/v1/2023.findings-acl.181
624,1836,"Unified Language Representation for Question Answering over Text, Tables, and Images",,,10.18653/v1/2023.findings-acl.292
625,1843,PAD-Net: An Efficient Framework for Dynamic Networks,Virtual Poster,,10.18653/v1/2023.acl-long.803
626,1847,Phrase Retrieval for Open Domain Conversational Question Answering with Conversational Dependency Modeling via Contrastive Learning,Virtual Poster,,10.18653/v1/2023.findings-acl.374
627,1849,Exploring Variation of Results from Different Experimental Conditions,,,10.18653/v1/2023.findings-acl.172
628,1854,"Don't Parse, Choose Spans! Continuous and Discontinuous Constituency Parsing via Autoregressive Span Selection","Syntax: Tagging, Chunking, and Parsing",False,
629,1855,CoLaDa: A Collaborative Label Denoising Framework for Cross-lingual Named Entity Recognition,Virtual Poster,,10.18653/v1/2023.acl-long.330
630,1856,CAME: Confidence-guided Adaptive Memory Efficient Optimization,Virtual Poster,,10.18653/v1/2023.acl-long.243
631,1857,Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker,Findings Spotlights I,,10.18653/v1/2023.findings-acl.61
632,1858,"Attend, Select and Eliminate: Accelerating Multi-turn Response Selection with Dual-attention-based Content Elimination",,,10.18653/v1/2023.findings-acl.422
633,1860,Communication Efficient Federated Learning for Multilingual Neural Machine Translation with Adapter,,,10.18653/v1/2023.findings-acl.327
634,1867,Holistic Prediction on a Time-Evolving Attributed Graph,Posters,,10.18653/v1/2023.acl-long.765
635,1869,Evaluating Factuality in Cross-lingual Summarization,,,10.18653/v1/2023.findings-acl.786
636,1876,Unsupervised Paraphrasing of Multiword Expressions,Findings Spotlights III,,10.18653/v1/2023.findings-acl.290
637,1877,Beyond Triplet: Leveraging the Most Data for Multimodal Machine Translation,,,10.18653/v1/2023.findings-acl.168
